user_id,event_name,timestamp,phone_os,hearing_aid_model
U0074,bluetooth_search,2025-01-01 19:23:03,Android,B-Series
U0126,app_open,2025-01-01 19:30:17,iOS,B-Series
U0024,bluetooth_search,2025-01-01 19:32:16,Android,A-Series
U0127,pairing_failed,2025-01-01 19:50:06,Android,B-Series
U0083,bluetooth_search,2025-01-01 19:51:19,iOS,B-Series
U0140,device_paired,2025-01-01 19:52:26,Android,B-Series
U0281,program_change,2025-01-01 19:59:09,Android,A-Series
U0153,volume_adjust,2025-01-01 20:00:13,iOS,B-Series
U0278,app_open,2025-01-01 20:09:12,iOS,B-Series
U0034,bluetooth_search,2025-01-01 20:13:03,iOS,B-Series
U0289,battery_alert,2025-01-01 20:13:39,Android,B-Series
U0161,program_change,2025-01-01 20:17:13,iOS,B-Series
U0297,volume_adjust,2025-01-01 20:17:40,iOS,B-Series
U0114,app_open,2025-01-01 20:20:09,Android,A-Series
U0250,app_open,2025-01-01 20:21:19,Android,A-Series
U0200,program_change,2025-01-01 20:21:44,Android,A-Series
U0247,app_open,2025-01-01 20:24:32,iOS,B-Series
U0116,battery_alert,2025-01-01 20:34:20,iOS,A-Series
U0285,pairing_failed,2025-01-01 20:53:39,Android,B-Series
U0069,program_change,2025-01-01 21:00:57,iOS,B-Series
U0028,volume_adjust,2025-01-01 21:08:12,iOS,B-Series
U0129,volume_adjust,2025-01-01 21:09:41,Android,A-Series
U0057,volume_adjust,2025-01-01 21:13:19,iOS,B-Series
U0120,app_open,2025-01-01 21:13:21,iOS,A-Series
U0139,account_setup,2025-01-01 21:25:10,iOS,A-Series
U0177,bluetooth_search,2025-01-01 21:27:46,Android,A-Series
U0176,device_paired,2025-01-01 21:29:32,iOS,A-Series
U0091,app_open,2025-01-01 21:32:07,Android,A-Series
U0269,account_setup,2025-01-01 21:32:39,Android,A-Series
U0201,bluetooth_search,2025-01-01 21:33:16,iOS,B-Series
U0149,bluetooth_search,2025-01-01 21:47:27,Android,B-Series
U0231,battery_alert,2025-01-01 21:50:44,iOS,A-Series
U0046,app_open,2025-01-01 21:51:13,iOS,B-Series
U0054,battery_alert,2025-01-01 21:51:35,Android,A-Series
U0048,bluetooth_search,2025-01-01 21:57:32,iOS,A-Series
U0075,bluetooth_search,2025-01-01 21:59:00,iOS,A-Series
U0192,app_open,2025-01-01 22:00:00,iOS,B-Series
U0288,app_open,2025-01-01 22:13:40,iOS,B-Series
U0202,device_paired,2025-01-01 22:25:54,Android,A-Series
U0156,volume_adjust,2025-01-01 22:28:49,iOS,B-Series
U0140,pairing_failed,2025-01-01 22:32:57,Android,B-Series
U0256,pairing_failed,2025-01-01 22:36:15,Android,B-Series
U0176,app_open,2025-01-01 22:37:42,iOS,A-Series
U0204,program_change,2025-01-01 22:42:53,iOS,A-Series
U0277,program_change,2025-01-01 22:52:49,iOS,B-Series
U0281,app_open,2025-01-01 22:55:11,Android,A-Series
U0280,volume_adjust,2025-01-01 22:55:46,Android,B-Series
U0290,app_open,2025-01-01 22:56:19,iOS,B-Series
U0006,device_paired,2025-01-02 06:16:34,iOS,A-Series
U0223,bluetooth_search,2025-01-02 06:32:53,Android,A-Series
U0285,app_open,2025-01-02 06:36:38,Android,B-Series
U0146,app_open,2025-01-02 06:39:05,iOS,A-Series
U0276,pairing_failed,2025-01-02 06:46:09,Android,B-Series
U0161,battery_alert,2025-01-02 06:47:16,iOS,B-Series
U0064,volume_adjust,2025-01-02 06:47:41,Android,B-Series
U0284,pairing_failed,2025-01-02 06:53:34,Android,B-Series
U0130,app_open,2025-01-02 06:55:45,iOS,A-Series
U0199,app_open,2025-01-02 06:58:38,Android,A-Series
U0266,pairing_failed,2025-01-02 07:01:58,Android,B-Series
U0261,bluetooth_search,2025-01-02 07:02:08,iOS,A-Series
U0274,bluetooth_search,2025-01-02 07:12:01,Android,A-Series
U0189,app_open,2025-01-02 07:28:12,Android,B-Series
U0290,volume_adjust,2025-01-02 07:28:25,iOS,B-Series
U0292,app_open,2025-01-02 07:29:04,Android,A-Series
U0003,bluetooth_search,2025-01-02 07:30:46,iOS,A-Series
U0057,app_open,2025-01-02 07:36:17,iOS,B-Series
U0203,volume_adjust,2025-01-02 07:36:56,iOS,B-Series
U0082,program_change,2025-01-02 07:41:23,Android,A-Series
U0159,account_setup,2025-01-02 08:02:39,Android,A-Series
U0266,pairing_failed,2025-01-02 08:03:17,Android,B-Series
U0132,volume_adjust,2025-01-02 08:07:32,Android,A-Series
U0140,program_change,2025-01-02 08:12:14,Android,B-Series
U0178,app_open,2025-01-02 08:19:38,Android,A-Series
U0171,volume_adjust,2025-01-02 08:19:50,iOS,A-Series
U0094,volume_adjust,2025-01-02 08:26:56,iOS,A-Series
U0119,program_change,2025-01-02 08:36:14,iOS,B-Series
U0056,battery_alert,2025-01-02 08:47:58,iOS,B-Series
U0133,app_open,2025-01-02 08:57:57,iOS,B-Series
U0033,pairing_failed,2025-01-02 08:59:30,Android,B-Series
U0080,app_open,2025-01-02 09:09:06,iOS,A-Series
U0203,app_open,2025-01-02 09:27:17,iOS,B-Series
U0044,app_open,2025-01-02 09:33:29,Android,B-Series
U0056,volume_adjust,2025-01-02 09:49:57,iOS,B-Series
U0228,app_open,2025-01-02 09:51:59,iOS,A-Series
U0012,pairing_failed,2025-01-02 10:09:21,Android,B-Series
U0024,app_open,2025-01-02 10:26:40,Android,A-Series
U0120,volume_adjust,2025-01-02 10:31:41,iOS,A-Series
U0134,app_open,2025-01-02 10:31:55,Android,A-Series
U0078,device_paired,2025-01-02 10:32:37,iOS,A-Series
U0211,app_open,2025-01-02 10:36:37,iOS,A-Series
U0004,volume_adjust,2025-01-02 10:51:19,iOS,A-Series
U0029,program_change,2025-01-02 10:54:02,Android,A-Series
U0263,program_change,2025-01-02 11:02:51,iOS,A-Series
U0293,pairing_failed,2025-01-02 11:07:55,Android,B-Series
U0081,app_open,2025-01-02 11:12:52,iOS,A-Series
U0293,pairing_failed,2025-01-02 11:17:25,Android,B-Series
U0184,volume_adjust,2025-01-02 11:21:29,Android,A-Series
U0192,program_change,2025-01-02 11:31:08,iOS,B-Series
U0028,app_open,2025-01-02 11:32:27,iOS,B-Series
U0004,app_open,2025-01-02 11:43:53,iOS,A-Series
U0039,battery_alert,2025-01-02 12:00:42,Android,A-Series
U0248,volume_adjust,2025-01-02 12:06:02,iOS,A-Series
U0067,app_open,2025-01-02 12:06:31,iOS,B-Series
U0030,app_open,2025-01-02 12:06:38,Android,A-Series
U0068,device_paired,2025-01-02 12:14:15,iOS,A-Series
U0021,app_open,2025-01-02 12:14:37,Android,B-Series
U0278,pairing_failed,2025-01-02 12:18:56,iOS,B-Series
U0245,bluetooth_search,2025-01-02 12:46:23,Android,A-Series
U0051,pairing_failed,2025-01-02 13:02:12,Android,B-Series
U0072,app_open,2025-01-02 13:08:12,iOS,B-Series
U0238,app_open,2025-01-02 13:09:57,iOS,B-Series
U0278,pairing_failed,2025-01-02 13:11:57,iOS,B-Series
U0196,bluetooth_search,2025-01-02 13:13:24,Android,A-Series
U0181,device_paired,2025-01-02 13:22:06,Android,A-Series
U0009,volume_adjust,2025-01-02 13:30:34,Android,A-Series
U0201,app_open,2025-01-02 13:31:24,iOS,B-Series
U0259,program_change,2025-01-02 13:45:28,Android,A-Series
U0116,device_paired,2025-01-02 13:48:14,iOS,A-Series
U0248,battery_alert,2025-01-02 13:48:31,iOS,A-Series
U0112,bluetooth_search,2025-01-02 14:00:58,Android,A-Series
U0017,program_change,2025-01-02 14:08:07,Android,B-Series
U0070,bluetooth_search,2025-01-02 14:23:26,iOS,B-Series
U0244,app_open,2025-01-02 14:25:26,Android,B-Series
U0055,pairing_failed,2025-01-02 14:27:35,Android,B-Series
U0275,program_change,2025-01-02 14:37:07,iOS,B-Series
U0089,app_open,2025-01-02 14:48:35,Android,B-Series
U0226,account_setup,2025-01-02 14:55:30,iOS,B-Series
U0150,app_open,2025-01-02 14:56:27,iOS,A-Series
U0038,volume_adjust,2025-01-02 15:01:20,iOS,A-Series
U0129,app_open,2025-01-02 15:13:48,Android,A-Series
U0165,device_paired,2025-01-02 15:23:32,iOS,A-Series
U0171,app_open,2025-01-02 15:23:33,iOS,A-Series
U0206,bluetooth_search,2025-01-02 15:27:16,iOS,A-Series
U0174,pairing_failed,2025-01-02 15:28:26,Android,B-Series
U0151,app_open,2025-01-02 15:46:50,iOS,A-Series
U0016,app_open,2025-01-02 15:59:09,Android,A-Series
U0233,volume_adjust,2025-01-02 16:06:45,Android,B-Series
U0193,app_open,2025-01-02 16:17:34,Android,A-Series
U0135,pairing_failed,2025-01-02 16:26:16,Android,B-Series
U0169,bluetooth_search,2025-01-02 16:28:43,Android,B-Series
U0142,bluetooth_search,2025-01-02 16:29:44,iOS,B-Series
U0277,volume_adjust,2025-01-02 16:45:45,iOS,B-Series
U0078,volume_adjust,2025-01-02 16:49:50,iOS,A-Series
U0154,volume_adjust,2025-01-02 16:50:03,iOS,A-Series
U0044,pairing_failed,2025-01-02 16:58:03,Android,B-Series
U0199,device_paired,2025-01-02 16:59:52,Android,A-Series
U0068,app_open,2025-01-02 17:04:26,iOS,A-Series
U0251,device_paired,2025-01-02 17:16:27,iOS,B-Series
U0271,volume_adjust,2025-01-02 17:19:38,Android,B-Series
U0228,device_paired,2025-01-02 17:20:09,iOS,A-Series
U0052,app_open,2025-01-02 17:29:58,Android,A-Series
U0049,account_setup,2025-01-02 17:33:28,iOS,B-Series
U0125,program_change,2025-01-02 17:36:30,Android,B-Series
U0228,bluetooth_search,2025-01-02 17:39:27,iOS,A-Series
U0128,app_open,2025-01-02 17:45:12,iOS,A-Series
U0238,program_change,2025-01-02 17:45:47,iOS,B-Series
U0205,bluetooth_search,2025-01-02 17:55:21,iOS,A-Series
U0110,bluetooth_search,2025-01-02 18:03:59,Android,B-Series
U0288,volume_adjust,2025-01-02 18:06:44,iOS,B-Series
U0173,volume_adjust,2025-01-02 18:07:13,Android,A-Series
U0192,app_open,2025-01-02 18:09:50,iOS,B-Series
U0038,app_open,2025-01-02 18:24:21,iOS,A-Series
U0148,program_change,2025-01-02 18:24:26,Android,A-Series
U0027,device_paired,2025-01-02 18:25:15,Android,B-Series
U0072,battery_alert,2025-01-02 18:25:18,iOS,B-Series
U0066,app_open,2025-01-02 18:25:51,iOS,A-Series
U0025,app_open,2025-01-02 18:28:14,iOS,A-Series
U0056,program_change,2025-01-02 18:28:46,iOS,B-Series
U0068,program_change,2025-01-02 18:30:17,iOS,A-Series
U0153,app_open,2025-01-02 18:36:35,iOS,B-Series
U0063,bluetooth_search,2025-01-02 18:38:42,iOS,A-Series
U0104,bluetooth_search,2025-01-02 18:40:06,Android,B-Series
U0091,battery_alert,2025-01-02 18:50:31,Android,A-Series
U0105,app_open,2025-01-02 18:51:06,iOS,B-Series
U0175,volume_adjust,2025-01-02 18:53:57,Android,B-Series
U0078,bluetooth_search,2025-01-02 18:55:17,iOS,A-Series
U0264,app_open,2025-01-02 19:17:35,iOS,B-Series
U0112,pairing_failed,2025-01-02 19:22:44,Android,A-Series
U0125,program_change,2025-01-02 19:31:20,Android,B-Series
U0086,program_change,2025-01-02 19:32:06,iOS,B-Series
U0279,device_paired,2025-01-02 19:41:20,Android,A-Series
U0107,program_change,2025-01-02 19:44:16,Android,A-Series
U0225,app_open,2025-01-02 19:47:20,iOS,B-Series
U0084,app_open,2025-01-02 19:48:00,Android,A-Series
U0003,device_paired,2025-01-02 19:53:37,iOS,A-Series
U0034,volume_adjust,2025-01-02 20:03:19,iOS,B-Series
U0127,bluetooth_search,2025-01-02 20:16:22,Android,B-Series
U0131,account_setup,2025-01-02 20:27:25,Android,A-Series
U0019,volume_adjust,2025-01-02 20:37:08,Android,A-Series
U0035,app_open,2025-01-02 20:38:43,iOS,A-Series
U0232,app_open,2025-01-02 20:45:14,Android,B-Series
U0145,device_paired,2025-01-02 20:56:08,Android,B-Series
U0264,volume_adjust,2025-01-02 20:57:39,iOS,B-Series
U0291,volume_adjust,2025-01-02 21:16:26,Android,A-Series
U0038,device_paired,2025-01-02 21:18:44,iOS,A-Series
U0022,program_change,2025-01-02 21:20:22,iOS,A-Series
U0243,app_open,2025-01-02 21:44:10,Android,A-Series
U0125,app_open,2025-01-02 21:44:38,Android,B-Series
U0296,bluetooth_search,2025-01-02 21:45:23,iOS,A-Series
U0069,app_open,2025-01-02 21:45:28,iOS,B-Series
U0091,program_change,2025-01-02 21:50:01,Android,A-Series
U0170,program_change,2025-01-02 21:58:17,iOS,A-Series
U0222,volume_adjust,2025-01-02 22:04:09,iOS,B-Series
U0053,volume_adjust,2025-01-02 22:06:10,iOS,B-Series
U0082,program_change,2025-01-02 22:07:16,Android,A-Series
U0068,app_open,2025-01-02 22:08:53,iOS,A-Series
U0139,bluetooth_search,2025-01-02 22:10:07,iOS,A-Series
U0278,pairing_failed,2025-01-02 22:12:48,iOS,B-Series
U0284,app_open,2025-01-02 22:13:23,Android,B-Series
U0078,volume_adjust,2025-01-02 22:18:26,iOS,A-Series
U0094,bluetooth_search,2025-01-02 22:30:32,iOS,A-Series
U0266,bluetooth_search,2025-01-02 22:33:44,Android,B-Series
U0263,program_change,2025-01-02 22:40:57,iOS,A-Series
U0112,app_open,2025-01-02 22:49:16,Android,A-Series
U0001,app_open,2025-01-02 22:57:50,iOS,A-Series
U0009,volume_adjust,2025-01-03 06:00:11,Android,A-Series
U0133,volume_adjust,2025-01-03 06:04:12,iOS,B-Series
U0277,app_open,2025-01-03 06:05:29,iOS,B-Series
U0043,app_open,2025-01-03 06:09:34,iOS,B-Series
U0065,app_open,2025-01-03 06:09:46,iOS,A-Series
U0124,volume_adjust,2025-01-03 06:15:54,Android,A-Series
U0038,app_open,2025-01-03 06:16:13,iOS,A-Series
U0191,app_open,2025-01-03 06:24:11,Android,A-Series
U0152,app_open,2025-01-03 06:30:42,iOS,B-Series
U0019,pairing_failed,2025-01-03 06:41:52,Android,A-Series
U0116,account_setup,2025-01-03 06:44:53,iOS,A-Series
U0088,volume_adjust,2025-01-03 06:53:10,iOS,A-Series
U0011,app_open,2025-01-03 06:55:51,iOS,A-Series
U0114,program_change,2025-01-03 06:59:58,Android,A-Series
U0201,app_open,2025-01-03 07:02:53,iOS,B-Series
U0128,volume_adjust,2025-01-03 07:08:28,iOS,A-Series
U0208,bluetooth_search,2025-01-03 07:10:28,Android,B-Series
U0183,program_change,2025-01-03 07:10:57,Android,A-Series
U0170,app_open,2025-01-03 07:11:50,iOS,A-Series
U0090,pairing_failed,2025-01-03 07:14:38,Android,B-Series
U0270,app_open,2025-01-03 07:17:51,iOS,B-Series
U0017,account_setup,2025-01-03 07:36:50,Android,B-Series
U0070,program_change,2025-01-03 07:40:30,iOS,B-Series
U0200,bluetooth_search,2025-01-03 08:00:57,Android,A-Series
U0218,volume_adjust,2025-01-03 08:03:27,Android,B-Series
U0204,bluetooth_search,2025-01-03 08:14:59,iOS,A-Series
U0193,app_open,2025-01-03 08:21:38,Android,A-Series
U0240,program_change,2025-01-03 08:26:34,Android,A-Series
U0238,device_paired,2025-01-03 08:35:42,iOS,B-Series
U0133,app_open,2025-01-03 08:36:46,iOS,B-Series
U0153,volume_adjust,2025-01-03 08:37:14,iOS,B-Series
U0078,program_change,2025-01-03 08:45:14,iOS,A-Series
U0241,bluetooth_search,2025-01-03 08:50:30,Android,A-Series
U0120,bluetooth_search,2025-01-03 09:00:13,iOS,A-Series
U0101,volume_adjust,2025-01-03 09:08:12,iOS,A-Series
U0223,volume_adjust,2025-01-03 09:09:56,Android,A-Series
U0178,device_paired,2025-01-03 09:20:57,Android,A-Series
U0169,app_open,2025-01-03 09:35:01,Android,B-Series
U0074,app_open,2025-01-03 09:45:25,Android,B-Series
U0263,volume_adjust,2025-01-03 09:58:30,iOS,A-Series
U0220,device_paired,2025-01-03 10:03:00,iOS,B-Series
U0203,volume_adjust,2025-01-03 10:08:00,iOS,B-Series
U0268,volume_adjust,2025-01-03 10:11:52,iOS,A-Series
U0210,volume_adjust,2025-01-03 10:20:41,Android,B-Series
U0234,app_open,2025-01-03 10:31:18,Android,A-Series
U0192,app_open,2025-01-03 10:48:05,iOS,B-Series
U0205,account_setup,2025-01-03 10:51:38,iOS,A-Series
U0085,program_change,2025-01-03 11:00:24,iOS,B-Series
U0249,volume_adjust,2025-01-03 11:00:47,Android,A-Series
U0293,app_open,2025-01-03 11:03:21,Android,B-Series
U0232,pairing_failed,2025-01-03 11:06:08,Android,B-Series
U0193,device_paired,2025-01-03 11:11:14,Android,A-Series
U0200,app_open,2025-01-03 11:17:45,Android,A-Series
U0222,app_open,2025-01-03 11:30:24,iOS,B-Series
U0290,volume_adjust,2025-01-03 11:37:47,iOS,B-Series
U0078,program_change,2025-01-03 11:41:36,iOS,A-Series
U0009,app_open,2025-01-03 11:43:28,Android,A-Series
U0136,volume_adjust,2025-01-03 11:51:43,iOS,B-Series
U0138,volume_adjust,2025-01-03 11:56:37,Android,A-Series
U0093,pairing_failed,2025-01-03 11:57:36,Android,B-Series
U0190,app_open,2025-01-03 11:58:14,Android,B-Series
U0221,battery_alert,2025-01-03 12:04:16,Android,B-Series
U0268,account_setup,2025-01-03 12:10:40,iOS,A-Series
U0080,battery_alert,2025-01-03 12:30:31,iOS,A-Series
U0114,program_change,2025-01-03 12:31:13,Android,A-Series
U0102,app_open,2025-01-03 12:31:13,iOS,A-Series
U0037,volume_adjust,2025-01-03 12:33:06,Android,B-Series
U0046,app_open,2025-01-03 12:36:15,iOS,B-Series
U0096,bluetooth_search,2025-01-03 12:42:23,Android,A-Series
U0250,battery_alert,2025-01-03 12:43:26,Android,A-Series
U0026,device_paired,2025-01-03 12:44:46,Android,B-Series
U0224,app_open,2025-01-03 12:46:57,Android,B-Series
U0288,battery_alert,2025-01-03 12:47:33,iOS,B-Series
U0033,app_open,2025-01-03 12:53:07,Android,B-Series
U0007,program_change,2025-01-03 12:57:36,iOS,A-Series
U0093,device_paired,2025-01-03 13:06:30,Android,B-Series
U0080,bluetooth_search,2025-01-03 13:10:31,iOS,A-Series
U0031,volume_adjust,2025-01-03 13:34:47,iOS,A-Series
U0127,bluetooth_search,2025-01-03 13:35:38,Android,B-Series
U0225,app_open,2025-01-03 13:49:41,iOS,B-Series
U0288,app_open,2025-01-03 14:09:46,iOS,B-Series
U0043,app_open,2025-01-03 14:16:08,iOS,B-Series
U0104,volume_adjust,2025-01-03 14:20:44,Android,B-Series
U0091,app_open,2025-01-03 14:25:05,Android,A-Series
U0171,pairing_failed,2025-01-03 14:31:48,iOS,A-Series
U0063,program_change,2025-01-03 14:34:13,iOS,A-Series
U0002,bluetooth_search,2025-01-03 14:34:52,Android,A-Series
U0074,pairing_failed,2025-01-03 14:40:44,Android,B-Series
U0084,bluetooth_search,2025-01-03 14:43:27,Android,A-Series
U0001,battery_alert,2025-01-03 14:49:25,iOS,A-Series
U0009,battery_alert,2025-01-03 14:51:31,Android,A-Series
U0096,app_open,2025-01-03 14:55:43,Android,A-Series
U0217,app_open,2025-01-03 14:56:42,iOS,B-Series
U0173,bluetooth_search,2025-01-03 14:59:02,Android,A-Series
U0263,device_paired,2025-01-03 14:59:14,iOS,A-Series
U0124,battery_alert,2025-01-03 14:59:23,Android,A-Series
U0063,app_open,2025-01-03 15:12:23,iOS,A-Series
U0202,device_paired,2025-01-03 15:13:47,Android,A-Series
U0204,program_change,2025-01-03 15:14:13,iOS,A-Series
U0098,app_open,2025-01-03 15:19:16,Android,B-Series
U0185,battery_alert,2025-01-03 15:20:23,iOS,B-Series
U0123,device_paired,2025-01-03 15:31:34,Android,A-Series
